COMMAND

    echo 'The Belobog Academy has discovered a new, invasive species of algae that can double itself in one day, and in 30 days fills a whole reservoir - contaminating the water supply. How many days would it take for the algae to fill half of the reservoir?' | ./gemma --model 7b-it --compressed_weights ~/weights/gemma-7b-it-sfp/7b-it-sfp.sbs --tokenizer ~/weights/gemma-7b-it-sfp/tokenizer.spm --num_threads 1 --verbosity 0 --temperature 0

MATVEC OUTPUT TRACE

    The `gold` output matrix was produced on an avx512 machine. The
    `out` output matrix was produced on an AVX2 machine. These logs
    display the sum of absolute differences (sad) between the two output
    vectors, divided by the number of elements. Each line also displays
    the min/max value of each vector, to show the range.

[ Reading prompt ]
trace/000_001_00015.dat: sad 0.0123264 [gold -5.05373 .. 5.6211] [out -5.13932 .. 5.70739]
trace/000_001_00016.dat: sad 0.0153528 [gold -3.57418 .. 2.38965] [out -3.5766 .. 2.34736]
trace/000_001_00017.dat: sad 0.0020787 [gold -0.46061 .. 0.404257] [out -0.452376 .. 0.404124]
trace/000_001_00018.dat: sad 0.0126722 [gold -2.95401 .. 2.824] [out -3.00501 .. 2.84945]
trace/000_001_00019.dat: sad 0.0161676 [gold -3.34636 .. 1.99676] [out -3.3472 .. 2.00751]
trace/000_001_00020.dat: sad 0.0019166 [gold -0.370815 .. 0.215889] [out -0.371574 .. 0.213853]
trace/000_001_00021.dat: sad 0.0215203 [gold -3.77802 .. 4.50599] [out -3.76096 .. 4.51284]
trace/000_001_00022.dat: sad 0.0259611 [gold -4.67747 .. 2.12192] [out -4.66398 .. 2.07879]
trace/000_001_00023.dat: sad 0.00220229 [gold -0.514656 .. 0.201714] [out -0.432191 .. 0.193749]
trace/000_001_00024.dat: sad 0.0200525 [gold -7.02926 .. 3.30173] [out -6.92832 .. 3.35993]
trace/000_001_00025.dat: sad 0.0279959 [gold -4.68853 .. 3.07187] [out -4.68706 .. 3.11944]
trace/000_001_00026.dat: sad 0.00254422 [gold -0.722798 .. 0.18626] [out -0.706377 .. 0.182361]
trace/000_001_00027.dat: sad 0.0148281 [gold -5.5037 .. 3.42755] [out -5.5386 .. 3.4445]
trace/000_001_00028.dat: sad 0.0164729 [gold -3.42702 .. 3.31922] [out -3.39618 .. 3.33051]
trace/000_001_00029.dat: sad 0.00242498 [gold -0.516219 .. 0.176025] [out -0.46302 .. 0.176474]
trace/000_001_00030.dat: sad 0.0113118 [gold -4.6849 .. 3.34487] [out -4.70832 .. 3.35893]
trace/000_001_00031.dat: sad 0.0120433 [gold -3.38957 .. 4.13344] [out -3.41026 .. 4.17232]
trace/000_001_00032.dat: sad 0.00172902 [gold -0.131147 .. 0.400545] [out -0.128854 .. 0.401566]
trace/000_001_00033.dat: sad 0.0110173 [gold -2.83659 .. 1.77571] [out -2.86596 .. 1.74777]
trace/000_001_00034.dat: sad 0.0111163 [gold -3.40152 .. 2.00729] [out -3.35983 .. 1.99441]
trace/000_001_00035.dat: sad 0.00163855 [gold -0.124887 .. 0.131693] [out -0.126562 .. 0.130365]
trace/000_001_00036.dat: sad 0.0125067 [gold -5.58275 .. 5.30949] [out -5.60007 .. 5.3073]
trace/000_001_00037.dat: sad 0.0142475 [gold -3.79512 .. 2.69842] [out -3.8641 .. 2.72487]
trace/000_001_00038.dat: sad 0.00214439 [gold -0.512231 .. 0.189408] [out -0.532438 .. 0.192302]
trace/000_001_00039.dat: sad 0.011835 [gold -2.36376 .. 2.36627] [out -2.39338 .. 2.36104]
trace/000_001_00040.dat: sad 0.0125148 [gold -3.37404 .. 2.55881] [out -3.37635 .. 2.61006]
trace/000_001_00041.dat: sad 0.00183136 [gold -0.181553 .. 0.159629] [out -0.188539 .. 0.162856]
trace/000_001_00042.dat: sad 0.0114902 [gold -2.3967 .. 2.21179] [out -2.42653 .. 2.21346]
trace/000_001_00043.dat: sad 0.0117792 [gold -3.04461 .. 1.72972] [out -3.06318 .. 1.72438]
trace/000_001_00044.dat: sad 0.00168891 [gold -0.148431 .. 0.14361] [out -0.149669 .. 0.142778]
trace/000_001_00045.dat: sad 0.015603 [gold -2.05985 .. 1.9731] [out -2.06876 .. 1.96534]
trace/000_001_00046.dat: sad 0.0155714 [gold -3.1771 .. 1.84291] [out -3.20701 .. 1.82721]
trace/000_001_00047.dat: sad 0.00231415 [gold -0.165902 .. 0.157494] [out -0.17235 .. 0.163629]
trace/000_001_00048.dat: sad 0.0200515 [gold -2.5238 .. 3.02974] [out -2.4994 .. 3.03112]
trace/000_001_00049.dat: sad 0.019461 [gold -3.83896 .. 2.61032] [out -3.86864 .. 2.61507]
trace/000_001_00050.dat: sad 0.00390739 [gold -0.266049 .. 0.231665] [out -0.259869 .. 0.234887]
trace/000_001_00051.dat: sad 0.0214716 [gold -3.0078 .. 5.16253] [out -2.98105 .. 5.20939]
trace/000_001_00052.dat: sad 0.0209516 [gold -3.89292 .. 2.66818] [out -3.96139 .. 2.68294]
trace/000_001_00053.dat: sad 0.00422358 [gold -0.273702 .. 0.257215] [out -0.269449 .. 0.252105]
trace/000_001_00054.dat: sad 0.0236403 [gold -6.64074 .. 7.94058] [out -6.65879 .. 7.92391]
trace/000_001_00055.dat: sad 0.0238384 [gold -5.09006 .. 3.67621] [out -5.0883 .. 3.66286]
trace/000_001_00056.dat: sad 0.00477261 [gold -0.321477 .. 0.523246] [out -0.327248 .. 0.524193]
trace/000_001_00057.dat: sad 0.0237929 [gold -5.43823 .. 5.47569] [out -5.45269 .. 5.52774]
trace/000_001_00058.dat: sad 0.0240846 [gold -3.95441 .. 3.24973] [out -3.9269 .. 3.28266]
trace/000_001_00059.dat: sad 0.00520734 [gold -0.415117 .. 0.631874] [out -0.412807 .. 0.613812]
trace/000_001_00060.dat: sad 0.0254816 [gold -6.92949 .. 5.07627] [out -6.97369 .. 5.07892]
trace/000_001_00061.dat: sad 0.0258031 [gold -4.3366 .. 3.17863] [out -4.32869 .. 3.17419]
trace/000_001_00062.dat: sad 0.00555552 [gold -0.435154 .. 0.436106] [out -0.432606 .. 0.442473]
trace/000_001_00063.dat: sad 0.0266691 [gold -5.59246 .. 10.2007] [out -5.57313 .. 10.1422]
trace/000_001_00064.dat: sad 0.0277012 [gold -4.98694 .. 4.81427] [out -4.96601 .. 4.80801]
trace/000_001_00065.dat: sad 0.00555948 [gold -0.69727 .. 0.442861] [out -0.701684 .. 0.437555]
trace/000_001_00066.dat: sad 0.0285524 [gold -6.15725 .. 4.62423] [out -6.12193 .. 4.62441]
trace/000_001_00067.dat: sad 0.0303253 [gold -5.37277 .. 4.4701] [out -5.41635 .. 4.50459]
trace/000_001_00068.dat: sad 0.00521249 [gold -0.569647 .. 0.38734] [out -0.571846 .. 0.392522]
trace/000_001_00069.dat: sad 0.0271994 [gold -5.0378 .. 9.06344] [out -4.98063 .. 9.06054]
trace/000_001_00070.dat: sad 0.0279996 [gold -5.77224 .. 4.07269] [out -5.80189 .. 4.09255]
trace/000_001_00071.dat: sad 0.00545257 [gold -0.992088 .. 0.668262] [out -1.01377 .. 0.677927]
trace/000_001_00072.dat: sad 0.0283438 [gold -5.02324 .. 12.8636] [out -4.99346 .. 12.8099]
trace/000_001_00073.dat: sad 0.0292491 [gold -6.98732 .. 4.8196] [out -6.94056 .. 4.79415]
trace/000_001_00074.dat: sad 0.0045208 [gold -1.29167 .. 0.877508] [out -1.3117 .. 0.8888]
trace/000_001_00075.dat: sad 0.0256107 [gold -13.2734 .. 14.2784] [out -13.1882 .. 14.2551]
trace/000_001_00076.dat: sad 0.0254792 [gold -7.47709 .. 6.64742] [out -7.48231 .. 6.65484]
trace/000_001_00077.dat: sad 0.0051417 [gold -2.3115 .. 1.60485] [out -2.32636 .. 1.59913]
trace/000_001_00078.dat: sad 0.0238804 [gold -11.758 .. 14.828] [out -11.7431 .. 14.9396]
trace/000_001_00079.dat: sad 0.0233706 [gold -8.44034 .. 9.45551] [out -8.35835 .. 9.42611]
trace/000_001_00080.dat: sad 0.00487487 [gold -2.6348 .. 3.13786] [out -2.63363 .. 3.10062]
trace/000_001_00081.dat: sad 0.0204412 [gold -17.6329 .. 19.4351] [out -17.6632 .. 19.4504]
trace/000_001_00082.dat: sad 0.0206191 [gold -9.67729 .. 10.2467] [out -9.66431 .. 10.2157]
trace/000_001_00083.dat: sad 0.00344875 [gold -2.34446 .. 1.93857] [out -2.36081 .. 1.94585]

trace/000_002_00000.dat: sad 0.111221 [gold -50.587 .. 47.9919] [out -47.1266 .. 44.8622]
trace/000_002_00001.dat: sad 0.078065 [gold -13.1707 .. 14.7125] [out -12.9949 .. 15.0676]
trace/000_002_00002.dat: sad 0.0462711 [gold -5.47497 .. 5.43684] [out -5.11194 .. 5.06231]
trace/000_002_00003.dat: sad 0.048236 [gold -6.94352 .. 10.558] [out -6.72929 .. 10.3954]
trace/000_002_00004.dat: sad 0.0732741 [gold -8.07189 .. 5.51083] [out -8.40429 .. 5.37062]
trace/000_002_00005.dat: sad 0.0193669 [gold -1.4562 .. 3.46934] [out -0.956827 .. 2.89749]
trace/000_002_00006.dat: sad 0.0543793 [gold -12.9347 .. 13.3358] [out -13.0703 .. 13.4706]
trace/000_002_00007.dat: sad 0.0969591 [gold -4.83342 .. 2.85767] [out -5.00797 .. 2.86962]
trace/000_002_00008.dat: sad 0.0093414 [gold -0.597674 .. 2.10294] [out -0.559911 .. 1.85659]
trace/000_002_00009.dat: sad 0.0544779 [gold -10.4645 .. 11.2952] [out -10.2373 .. 11.0295]
trace/000_002_00010.dat: sad 0.0564705 [gold -4.55673 .. 3.16617] [out -4.51857 .. 2.91392]
trace/000_002_00011.dat: sad 0.0103819 [gold -0.42796 .. 1.35677] [out -0.379464 .. 1.10145]
trace/000_002_00012.dat: sad 0.044226 [gold -4.84962 .. 4.29986] [out -4.84598 .. 4.36384]
trace/000_002_00013.dat: sad 0.0437832 [gold -3.70216 .. 2.37725] [out -3.68405 .. 2.39437]
trace/000_002_00014.dat: sad 0.0087606 [gold -0.586742 .. 1.17] [out -0.545674 .. 0.922166]
trace/000_002_00015.dat: sad 0.0370236 [gold -4.88812 .. 5.16903] [out -4.86856 .. 5.26493]
trace/000_002_00016.dat: sad 0.0430237 [gold -3.8371 .. 2.28135] [out -3.71662 .. 2.32634]
trace/000_002_00017.dat: sad 0.00638142 [gold -0.526578 .. 0.308255] [out -0.510413 .. 0.258874]
trace/000_002_00018.dat: sad 0.0352374 [gold -3.43884 .. 2.77077] [out -3.34911 .. 2.79615]
trace/000_002_00019.dat: sad 0.0442523 [gold -3.57704 .. 1.70711] [out -3.50417 .. 1.71206]
trace/000_002_00020.dat: sad 0.00544812 [gold -0.563955 .. 0.512809] [out -0.519878 .. 0.38313]
trace/000_002_00021.dat: sad 0.0449909 [gold -3.89364 .. 4.79857] [out -3.91702 .. 4.80078]
trace/000_002_00022.dat: sad 0.0679951 [gold -4.10302 .. 1.84274] [out -4.27473 .. 1.90994]
trace/000_002_00023.dat: sad 0.00461847 [gold -0.187146 .. 0.142383] [out -0.15692 .. 0.157906]
trace/000_002_00024.dat: sad 0.039348 [gold -6.99215 .. 3.37191] [out -6.94494 .. 3.4435]
trace/000_002_00025.dat: sad 0.0493822 [gold -4.77089 .. 2.8754] [out -4.80234 .. 2.83714]
trace/000_002_00026.dat: sad 0.00472161 [gold -0.502068 .. 0.154274] [out -0.590854 .. 0.163577]
trace/000_002_00027.dat: sad 0.0327662 [gold -6.29741 .. 3.35081] [out -6.1017 .. 3.36944]
trace/000_002_00028.dat: sad 0.0400159 [gold -3.6004 .. 3.65635] [out -3.528 .. 3.57145]
trace/000_002_00029.dat: sad 0.00549116 [gold -0.237275 .. 0.19005] [out -0.215889 .. 0.178016]
trace/000_002_00030.dat: sad 0.0326233 [gold -5.33568 .. 3.86588] [out -5.0937 .. 3.75]
trace/000_002_00031.dat: sad 0.041933 [gold -3.56298 .. 4.28804] [out -3.48526 .. 4.24513]
trace/000_002_00032.dat: sad 0.00536141 [gold -0.147266 .. 0.318692] [out -0.142646 .. 0.305256]
trace/000_002_00033.dat: sad 0.0307488 [gold -2.65993 .. 1.47155] [out -2.6978 .. 1.48008]
trace/000_002_00034.dat: sad 0.0324846 [gold -3.2016 .. 1.53242] [out -3.17854 .. 1.63735]
trace/000_002_00035.dat: sad 0.00425792 [gold -0.122415 .. 0.16287] [out -0.131274 .. 0.145357]
trace/000_002_00036.dat: sad 0.0297342 [gold -5.96042 .. 5.64588] [out -5.90103 .. 5.56722]
trace/000_002_00037.dat: sad 0.0346351 [gold -3.9693 .. 2.24479] [out -4.01214 .. 2.43612]
trace/000_002_00038.dat: sad 0.00503385 [gold -0.420697 .. 0.158069] [out -0.439433 .. 0.170678]
trace/000_002_00039.dat: sad 0.0267511 [gold -2.45035 .. 2.39924] [out -2.45687 .. 2.36207]
trace/000_002_00040.dat: sad 0.0283177 [gold -3.62136 .. 2.56749] [out -3.55227 .. 2.5613]
trace/000_002_00041.dat: sad 0.00419376 [gold -0.172592 .. 0.156674] [out -0.186523 .. 0.184986]
trace/000_002_00042.dat: sad 0.0306006 [gold -2.16802 .. 1.96131] [out -2.37973 .. 1.92241]
trace/000_002_00043.dat: sad 0.0315069 [gold -3.15596 .. 1.54526] [out -3.14091 .. 1.56339]
trace/000_002_00044.dat: sad 0.00437459 [gold -0.130219 .. 0.126898] [out -0.130834 .. 0.134029]
trace/000_002_00045.dat: sad 0.0338555 [gold -2.13615 .. 1.80016] [out -2.02933 .. 1.84129]
trace/000_002_00046.dat: sad 0.0331732 [gold -2.99931 .. 1.73453] [out -2.95583 .. 1.69124]
trace/000_002_00047.dat: sad 0.00499116 [gold -0.14479 .. 0.144943] [out -0.159956 .. 0.14331]
trace/000_002_00048.dat: sad 0.0378791 [gold -2.29684 .. 2.9369] [out -2.26256 .. 2.96681]
trace/000_002_00049.dat: sad 0.0362324 [gold -3.92557 .. 2.95401] [out -3.98638 .. 2.85034]
trace/000_002_00050.dat: sad 0.00699918 [gold -0.221873 .. 0.238853] [out -0.215576 .. 0.235609]
trace/000_002_00051.dat: sad 0.0366534 [gold -2.85741 .. 5.42937] [out -2.8643 .. 5.38545]
trace/000_002_00052.dat: sad 0.0357477 [gold -3.9631 .. 2.38064] [out -4.00268 .. 2.36215]
trace/000_002_00053.dat: sad 0.00703565 [gold -0.231612 .. 0.274999] [out -0.239117 .. 0.261486]
trace/000_002_00054.dat: sad 0.0380162 [gold -6.72368 .. 7.91076] [out -6.69858 .. 7.89807]
trace/000_002_00055.dat: sad 0.0384561 [gold -5.38559 .. 3.51467] [out -5.31524 .. 3.52136]
trace/000_002_00056.dat: sad 0.0074982 [gold -0.308968 .. 0.62314] [out -0.325207 .. 0.641838]
trace/000_002_00057.dat: sad 0.0413934 [gold -5.42643 .. 5.08601] [out -5.39326 .. 5.19946]
trace/000_002_00058.dat: sad 0.0421823 [gold -4.24514 .. 3.3459] [out -4.15714 .. 3.17039]
trace/000_002_00059.dat: sad 0.00899145 [gold -0.368275 .. 0.609075] [out -0.377859 .. 0.599419]
trace/000_002_00060.dat: sad 0.0447278 [gold -6.89557 .. 4.90947] [out -6.94559 .. 4.95685]
trace/000_002_00061.dat: sad 0.0465683 [gold -4.34813 .. 3.63561] [out -4.37513 .. 3.57617]
trace/000_002_00062.dat: sad 0.00921987 [gold -0.440298 .. 0.410386] [out -0.432511 .. 0.396194]
trace/000_002_00063.dat: sad 0.0454573 [gold -5.554 .. 10.4189] [out -5.60721 .. 10.3076]
trace/000_002_00064.dat: sad 0.0478005 [gold -5.06217 .. 4.94514] [out -5.00901 .. 4.88424]
trace/000_002_00065.dat: sad 0.00895045 [gold -0.673314 .. 0.445775] [out -0.672684 .. 0.436021]
trace/000_002_00066.dat: sad 0.0495637 [gold -5.88709 .. 5.00055] [out -5.99276 .. 4.98246]
trace/000_002_00067.dat: sad 0.0535763 [gold -5.15549 .. 4.11911] [out -5.31992 .. 4.13577]
trace/000_002_00068.dat: sad 0.00839233 [gold -0.552054 .. 0.364065] [out -0.554712 .. 0.359656]
trace/000_002_00069.dat: sad 0.0470414 [gold -5.08694 .. 9.31473] [out -5.06821 .. 9.24763]
trace/000_002_00070.dat: sad 0.049783 [gold -5.83248 .. 4.32407] [out -5.96181 .. 4.19555]
trace/000_002_00071.dat: sad 0.00973129 [gold -0.919712 .. 0.685314] [out -0.922114 .. 0.693898]
trace/000_002_00072.dat: sad 0.0530492 [gold -5.20019 .. 12.902] [out -5.13217 .. 12.8523]
trace/000_002_00073.dat: sad 0.0567926 [gold -7.44378 .. 4.69947] [out -7.17838 .. 4.73491]
trace/000_002_00074.dat: sad 0.0100518 [gold -1.32164 .. 0.874774] [out -1.29536 .. 0.888398]
trace/000_002_00075.dat: sad 0.0474208 [gold -13.0692 .. 14.1415] [out -13.1541 .. 14.2628]
trace/000_002_00076.dat: sad 0.049476 [gold -7.75007 .. 6.52725] [out -7.60543 .. 6.53876]
trace/000_002_00077.dat: sad 0.00968198 [gold -2.23909 .. 1.63881] [out -2.28447 .. 1.64662]
trace/000_002_00078.dat: sad 0.0457259 [gold -11.1051 .. 14.0299] [out -11.4386 .. 14.4921]
trace/000_002_00079.dat: sad 0.0573146 [gold -8.13508 .. 8.89443] [out -8.22458 .. 9.09194]
trace/000_002_00080.dat: sad 0.00912593 [gold -2.42316 .. 2.9023] [out -2.47846 .. 2.96189]
trace/000_002_00081.dat: sad 0.0370107 [gold -18.0028 .. 19.5949] [out -17.8812 .. 19.5407]
trace/000_002_00082.dat: sad 0.0424636 [gold -9.46205 .. 9.67188] [out -9.6264 .. 9.84661]
trace/000_002_00083.dat: sad 0.00599317 [gold -2.28692 .. 1.8764] [out -2.30507 .. 1.90154]
trace/000_002_00084.dat: sad 1.89164 [gold 193.065 .. 275.694] [out 191.239 .. 274.382]
Thetrace/000_003_00000.dat: sad 0.286588 [gold -52.0089 .. 50.797] [out -45.3184 .. 44.6394]
trace/000_003_00001.dat: sad 0.134983 [gold -12.8857 .. 20.406] [out -12.4876 .. 20.7691]
trace/000_003_00002.dat: sad 0.0753385 [gold -4.49457 .. 4.45151] [out -3.71314 .. 4.10692]
trace/000_003_00003.dat: sad 0.0552918 [gold -5.87212 .. 8.76672] [out -5.74188 .. 8.84868]
trace/000_003_00004.dat: sad 0.0946528 [gold -6.3515 .. 4.89842] [out -6.43662 .. 4.89146]
trace/000_003_00005.dat: sad 0.019877 [gold -0.700202 .. 3.33152] [out -0.681888 .. 2.8027]
trace/000_003_00006.dat: sad 0.0681827 [gold -11.7839 .. 12.4221] [out -12.1401 .. 12.7254]
trace/000_003_00007.dat: sad 0.143156 [gold -4.62208 .. 3.01025] [out -4.68628 .. 3.28579]
trace/000_003_00008.dat: sad 0.0120794 [gold -0.613193 .. 2.42236] [out -0.537208 .. 2.01714]
trace/000_003_00009.dat: sad 0.0620616 [gold -9.62435 .. 10.5193] [out -9.25019 .. 10.3278]
trace/000_003_00010.dat: sad 0.0565861 [gold -4.87428 .. 4.3246] [out -4.78594 .. 4.43776]
trace/000_003_00011.dat: sad 0.0107937 [gold -0.360816 .. 1.67276] [out -0.338664 .. 1.44784]
trace/000_003_00012.dat: sad 0.0438352 [gold -4.56277 .. 4.21548] [out -4.41246 .. 4.07875]
trace/000_003_00013.dat: sad 0.0434846 [gold -3.48619 .. 3.07616] [out -3.50887 .. 3.03743]
trace/000_003_00014.dat: sad 0.00979567 [gold -0.257141 .. 1.36183] [out -0.2369 .. 1.22648]
trace/000_003_00015.dat: sad 0.0382382 [gold -5.092 .. 5.07744] [out -5.06487 .. 5.09922]
trace/000_003_00016.dat: sad 0.0437826 [gold -3.55078 .. 3.47465] [out -3.53703 .. 3.55237]
trace/000_003_00017.dat: sad 0.00698306 [gold -0.269434 .. 0.457995] [out -0.276334 .. 0.441543]
trace/000_003_00018.dat: sad 0.0380536 [gold -3.64505 .. 3.32757] [out -3.61108 .. 3.33961]
trace/000_003_00019.dat: sad 0.0490431 [gold -3.374 .. 2.33259] [out -3.39796 .. 2.27123]
trace/000_003_00020.dat: sad 0.0062062 [gold -0.346492 .. 0.287254] [out -0.32081 .. 0.296715]
trace/000_003_00021.dat: sad 0.0442325 [gold -3.88296 .. 4.02513] [out -3.85141 .. 4.12358]
trace/000_003_00022.dat: sad 0.0533153 [gold -3.86749 .. 1.61196] [out -4.03151 .. 1.56965]
trace/000_003_00023.dat: sad 0.00515084 [gold -0.20803 .. 0.215999] [out -0.208923 .. 0.205308]
trace/000_003_00024.dat: sad 0.0439306 [gold -5.58644 .. 3.24729] [out -5.49846 .. 3.21063]
trace/000_003_00025.dat: sad 0.0524843 [gold -3.79354 .. 4.86014] [out -3.80476 .. 4.5153]
trace/000_003_00026.dat: sad 0.00645837 [gold -0.163867 .. 0.279006] [out -0.156258 .. 0.164267]
trace/000_003_00027.dat: sad 0.0374407 [gold -6.27672 .. 3.07355] [out -6.07906 .. 3.06249]
trace/000_003_00028.dat: sad 0.0429674 [gold -3.19002 .. 3.96041] [out -3.11877 .. 3.9303]
trace/000_003_00029.dat: sad 0.00653372 [gold -0.195649 .. 0.4075] [out -0.207501 .. 0.282821]
trace/000_003_00030.dat: sad 0.0392942 [gold -5.62648 .. 4.43979] [out -5.39825 .. 4.26007]
trace/000_003_00031.dat: sad 0.0440931 [gold -4.22348 .. 4.77264] [out -4.16131 .. 4.72454]
trace/000_003_00032.dat: sad 0.00693519 [gold -0.131606 .. 0.50276] [out -0.138577 .. 0.452495]
trace/000_003_00033.dat: sad 0.041756 [gold -2.15928 .. 2.20511] [out -2.16079 .. 2.04997]
trace/000_003_00034.dat: sad 0.0431494 [gold -3.67026 .. 2.62715] [out -3.45096 .. 2.51894]
trace/000_003_00035.dat: sad 0.00655879 [gold -0.154827 .. 0.313795] [out -0.171211 .. 0.308406]
trace/000_003_00036.dat: sad 0.0404192 [gold -6.63006 .. 6.57755] [out -6.52981 .. 6.5436]
trace/000_003_00037.dat: sad 0.0445427 [gold -3.93292 .. 2.51952] [out -3.93343 .. 2.37053]
trace/000_003_00038.dat: sad 0.00594604 [gold -0.174241 .. 0.163837] [out -0.163112 .. 0.173736]
trace/000_003_00039.dat: sad 0.0391718 [gold -2.7523 .. 3.18078] [out -2.53348 .. 3.24299]
trace/000_003_00040.dat: sad 0.042247 [gold -3.52837 .. 2.5621] [out -3.34735 .. 2.47319]
trace/000_003_00041.dat: sad 0.00641092 [gold -0.223236 .. 0.165437] [out -0.190311 .. 0.159456]
trace/000_003_00042.dat: sad 0.0459798 [gold -3.23188 .. 2.07648] [out -3.26441 .. 2.24783]
trace/000_003_00043.dat: sad 0.0468256 [gold -3.48976 .. 2.04851] [out -3.49672 .. 1.97355]
trace/000_003_00044.dat: sad 0.00773836 [gold -0.152092 .. 0.159894] [out -0.151772 .. 0.154515]
trace/000_003_00045.dat: sad 0.0497003 [gold -2.0401 .. 2.65045] [out -2.09347 .. 2.84273]
trace/000_003_00046.dat: sad 0.0474963 [gold -3.33761 .. 3.46016] [out -3.37239 .. 3.47581]
trace/000_003_00047.dat: sad 0.00835731 [gold -0.20834 .. 0.225208] [out -0.224036 .. 0.199625]
trace/000_003_00048.dat: sad 0.0511312 [gold -3.59338 .. 3.5647] [out -3.53169 .. 3.42143]
trace/000_003_00049.dat: sad 0.0491094 [gold -3.73326 .. 5.66316] [out -3.68776 .. 5.75071]
trace/000_003_00050.dat: sad 0.00976691 [gold -0.236593 .. 0.288254] [out -0.257732 .. 0.307288]
trace/000_003_00051.dat: sad 0.0433397 [gold -3.08516 .. 5.36548] [out -3.09335 .. 5.43606]
trace/000_003_00052.dat: sad 0.0415424 [gold -4.89202 .. 2.83349] [out -4.91337 .. 2.7437]
trace/000_003_00053.dat: sad 0.00874057 [gold -0.295651 .. 0.600417] [out -0.290626 .. 0.618195]
trace/000_003_00054.dat: sad 0.0426008 [gold -6.83341 .. 8.18025] [out -6.97467 .. 8.29332]
trace/000_003_00055.dat: sad 0.0425965 [gold -4.9344 .. 3.77837] [out -4.9114 .. 3.81443]
trace/000_003_00056.dat: sad 0.0084742 [gold -0.298947 .. 0.58263] [out -0.308602 .. 0.583372]
trace/000_003_00057.dat: sad 0.042003 [gold -5.04726 .. 5.14365] [out -5.06348 .. 5.23806]
trace/000_003_00058.dat: sad 0.0428752 [gold -4.18391 .. 4.19372] [out -4.20901 .. 4.19617]
trace/000_003_00059.dat: sad 0.00973088 [gold -0.351376 .. 0.371419] [out -0.3348 .. 0.379672]
trace/000_003_00060.dat: sad 0.0430843 [gold -7.3259 .. 4.65647] [out -7.38146 .. 4.61977]
trace/000_003_00061.dat: sad 0.0449785 [gold -4.4711 .. 3.82859] [out -4.58031 .. 3.91521]
trace/000_003_00062.dat: sad 0.0101015 [gold -0.346847 .. 0.41702] [out -0.350417 .. 0.405284]
trace/000_003_00063.dat: sad 0.0450442 [gold -4.20526 .. 9.28108] [out -4.23741 .. 9.20383]
trace/000_003_00064.dat: sad 0.0478526 [gold -5.2068 .. 3.37517] [out -5.22575 .. 3.3831]
trace/000_003_00065.dat: sad 0.00995493 [gold -0.830147 .. 0.422717] [out -0.794078 .. 0.42623]
trace/000_003_00066.dat: sad 0.0524483 [gold -7.1809 .. 4.20063] [out -7.34827 .. 4.24289]
trace/000_003_00067.dat: sad 0.0578761 [gold -5.69494 .. 3.48614] [out -5.77653 .. 3.39591]
trace/000_003_00068.dat: sad 0.00978944 [gold -0.413569 .. 0.398172] [out -0.419917 .. 0.406847]
trace/000_003_00069.dat: sad 0.0540712 [gold -4.60623 .. 8.01994] [out -4.63215 .. 8.00099]
trace/000_003_00070.dat: sad 0.0555485 [gold -5.648 .. 4.53353] [out -5.63508 .. 4.45508]
trace/000_003_00071.dat: sad 0.0117247 [gold -1.43687 .. 0.624196] [out -1.48997 .. 0.647493]
trace/000_003_00072.dat: sad 0.0544152 [gold -5.89027 .. 13.3865] [out -5.87964 .. 13.4487]
trace/000_003_00073.dat: sad 0.0571089 [gold -6.45442 .. 4.58947] [out -6.48663 .. 4.75828]
trace/000_003_00074.dat: sad 0.00890805 [gold -0.661889 .. 0.831071] [out -0.657789 .. 0.834735]
trace/000_003_00075.dat: sad 0.0513911 [gold -13.5665 .. 15.1142] [out -13.7134 .. 15.2801]
trace/000_003_00076.dat: sad 0.0505253 [gold -7.2107 .. 6.74409] [out -7.19329 .. 6.74747]
trace/000_003_00077.dat: sad 0.00993367 [gold -2.11652 .. 1.4595] [out -2.13044 .. 1.48203]
trace/000_003_00078.dat: sad 0.0504813 [gold -13.5252 .. 17.2471] [out -13.7649 .. 17.6274]
trace/000_003_00079.dat: sad 0.0504058 [gold -9.86399 .. 10.265] [out -10.0234 .. 10.3855]
trace/000_003_00080.dat: sad 0.0134698 [gold -3.00554 .. 2.84523] [out -3.07926 .. 2.95001]
trace/000_003_00081.dat: sad 0.0426697 [gold -18.1298 .. 20.6704] [out -17.8855 .. 20.5297]
trace/000_003_00082.dat: sad 0.0454968 [gold -11.0494 .. 10.0286] [out -11.075 .. 10.1526]
trace/000_003_00083.dat: sad 0.00822157 [gold -2.33772 .. 2.25297] [out -2.36326 .. 2.29757]
trace/000_003_00084.dat: sad 1.61131 [gold 147.427 .. 264.084] [out 143.948 .. 263.002]
 answertrace/000_004_00000.dat: sad 0.495686 [gold -51.8327 .. 50.0347] [out -43.3002 .. 41.1378]
trace/000_004_00001.dat: sad 0.273298 [gold -9.15634 .. 17.9343] [out -8.91851 .. 15.1351]
trace/000_004_00002.dat: sad 0.426747 [gold -5.34855 .. 4.53343] [out -4.97834 .. 4.37385]
trace/000_004_00003.dat: sad 0.555741 [gold -6.85599 .. 9.16588] [out -5.23112 .. 7.97092]
trace/000_004_00004.dat: sad 0.452657 [gold -9.01708 .. 5.19955] [out -5.68577 .. 4.39894]
