COMMAND

    echo 'The Belobog Academy has discovered a new, invasive species of algae that can double itself in one day, and in 30 days fills a whole reservoir - contaminating the water supply. How many days would it take for the algae to fill half of the reservoir?' | ./gemma --model 7b-it --compressed_weights ~/weights/gemma-7b-it-sfp/7b-it-sfp.sbs --tokenizer ~/weights/gemma-7b-it-sfp/tokenizer.spm --num_threads 1 --verbosity 0 --temperature 0

MATVEC OUTPUT TRACE

    The `gold` output matrix was produced on an avx512 machine. The
    `out` output matrix was produced on an AVX2 machine. These logs
    display the sum of absolute differences (sad) between the two output
    vectors, divided by the number of elements. Each line also displays
    the min/max value of each vector, to show the range.

[ Reading prompt ]
trace/000_051_00071.dat: sad 0.134141 [gold -0.785763 .. 0.515336] [out -0.768433 .. 0.455692]
trace/000_051_00072.dat: sad 0.641645 [gold -6.60999 .. 12.8493] [out -9.227 .. 15.2782]
trace/000_051_00073.dat: sad 0.646584 [gold -6.63413 .. 5.08505] [out -7.97389 .. 11.0604]
trace/000_051_00074.dat: sad 0.135695 [gold -1.21936 .. 0.668488] [out -1.8955 .. 0.792719]
trace/000_051_00075.dat: sad 0.593227 [gold -16.3755 .. 16.6846] [out -17.998 .. 17.8862]
trace/000_051_00076.dat: sad 0.571671 [gold -8.72155 .. 6.56773] [out -10.2022 .. 6.58588]
trace/000_051_00077.dat: sad 0.125082 [gold -2.04732 .. 1.28365] [out -2.60628 .. 1.47996]
trace/000_051_00078.dat: sad 0.524913 [gold -11.6748 .. 13.9925] [out -12.7416 .. 16.3076]
trace/000_051_00079.dat: sad 0.4959 [gold -8.42301 .. 8.90114] [out -9.61305 .. 7.91369]
trace/000_051_00080.dat: sad 0.0869799 [gold -2.03641 .. 3.52391] [out -3.43049 .. 3.91243]
trace/000_051_00081.dat: sad 0.438132 [gold -17.5823 .. 19.363] [out -15.4076 .. 20.6688]
trace/000_051_00082.dat: sad 0.435771 [gold -9.3645 .. 9.46685] [out -9.62461 .. 9.05496]
trace/000_051_00083.dat: sad 0.0809789 [gold -2.48169 .. 1.92511] [out -3.94784 .. 1.88395]
trace/000_051_00084.dat: sad 2.46981 [gold 170.622 .. 274.048] [out 165.986 .. 279.476]
 withtrace/000_052_00000.dat: sad 1.15948 [gold -60.1317 .. 57.8516] [out -31.3194 .. 31.0064]
trace/000_052_00001.dat: sad 0.466541 [gold -12.7244 .. 18.4721] [out -11.0108 .. 17.763]
trace/000_052_00002.dat: sad 0.267005 [gold -4.03424 .. 4.42804] [out -2.82111 .. 2.34588]
trace/000_052_00003.dat: sad 0.377119 [gold -5.85763 .. 8.64883] [out -7.08786 .. 10.3883]
trace/000_052_00004.dat: sad 0.437312 [gold -8.69039 .. 4.98614] [out -8.92553 .. 6.16077]
trace/000_052_00005.dat: sad 0.135115 [gold -1.2886 .. 3.53733] [out -1.27073 .. 3.76785]
trace/000_052_00006.dat: sad 0.489888 [gold -11.9569 .. 11.8451] [out -14.0544 .. 13.1629]
trace/000_052_00007.dat: sad 0.506604 [gold -4.83546 .. 3.70602] [out -5.82226 .. 3.49197]
trace/000_052_00008.dat: sad 0.0796056 [gold -0.511692 .. 2.10554] [out -0.371439 .. 1.3544]
trace/000_052_00009.dat: sad 0.505834 [gold -10.1715 .. 10.5291] [out -9.89664 .. 10.3902]
trace/000_052_00010.dat: sad 0.468948 [gold -5.00756 .. 3.75111] [out -5.04757 .. 2.68963]
trace/000_052_00011.dat: sad 0.0720144 [gold -0.312375 .. 1.6556] [out -0.287291 .. 1.38815]
trace/000_052_00012.dat: sad 0.402598 [gold -5.13283 .. 4.82346] [out -5.37212 .. 5.49615]
trace/000_052_00013.dat: sad 0.410361 [gold -3.31192 .. 2.57314] [out -3.76236 .. 3.07845]
trace/000_052_00014.dat: sad 0.0716102 [gold -0.349327 .. 1.61675] [out -0.310269 .. 1.24965]
trace/000_052_00015.dat: sad 0.374386 [gold -4.71983 .. 4.10476] [out -4.50547 .. 4.78771]
trace/000_052_00016.dat: sad 0.387953 [gold -4.00332 .. 3.78577] [out -4.0932 .. 3.98696]
trace/000_052_00017.dat: sad 0.0690242 [gold -0.225692 .. 0.703754] [out -0.335904 .. 0.47781]
trace/000_052_00018.dat: sad 0.363597 [gold -3.69679 .. 3.25742] [out -3.79145 .. 3.57759]
trace/000_052_00019.dat: sad 0.389589 [gold -3.68238 .. 2.65829] [out -4.05016 .. 2.43836]
trace/000_052_00020.dat: sad 0.0550689 [gold -0.382625 .. 0.802854] [out -0.26736 .. 0.251274]
trace/000_052_00021.dat: sad 0.376953 [gold -3.87505 .. 3.43269] [out -4.10982 .. 3.54496]
trace/000_052_00022.dat: sad 0.39816 [gold -4.25983 .. 2.33726] [out -4.10384 .. 4.53172]
trace/000_052_00023.dat: sad 0.0423089 [gold -0.213665 .. 0.173482] [out -0.196629 .. 0.298081]
trace/000_052_00024.dat: sad 0.316604 [gold -6.53597 .. 3.21895] [out -6.22295 .. 3.62513]
trace/000_052_00025.dat: sad 0.351029 [gold -4.02617 .. 4.05394] [out -3.99718 .. 2.86903]
trace/000_052_00026.dat: sad 0.0380741 [gold -0.232973 .. 0.595803] [out -0.181964 .. 0.54772]
trace/000_052_00027.dat: sad 0.292189 [gold -5.99472 .. 3.21584] [out -7.01125 .. 3.44242]
trace/000_052_00028.dat: sad 0.34291 [gold -3.55667 .. 3.91075] [out -3.63011 .. 4.20511]
trace/000_052_00029.dat: sad 0.0414954 [gold -0.179116 .. 0.316258] [out -0.178899 .. 0.208933]
trace/000_052_00030.dat: sad 0.30095 [gold -5.5973 .. 4.67342] [out -6.10748 .. 5.14815]
trace/000_052_00031.dat: sad 0.343025 [gold -4.53392 .. 4.99135] [out -4.1733 .. 5.24496]
trace/000_052_00032.dat: sad 0.039362 [gold -0.167539 .. 0.891261] [out -0.213605 .. 0.447719]
trace/000_052_00033.dat: sad 0.30476 [gold -2.15074 .. 2.5046] [out -2.18563 .. 1.85586]
trace/000_052_00034.dat: sad 0.318294 [gold -3.64531 .. 2.29271] [out -3.35912 .. 2.03176]
trace/000_052_00035.dat: sad 0.0413786 [gold -0.193405 .. 0.284106] [out -0.160108 .. 0.216521]
trace/000_052_00036.dat: sad 0.296512 [gold -6.85802 .. 7.13663] [out -6.257 .. 6.10893]
trace/000_052_00037.dat: sad 0.331359 [gold -3.8646 .. 2.50741] [out -3.72424 .. 2.45396]
trace/000_052_00038.dat: sad 0.0396057 [gold -0.152017 .. 0.31923] [out -0.189297 .. 0.339448]
trace/000_052_00039.dat: sad 0.28348 [gold -2.85681 .. 2.47605] [out -2.28232 .. 2.7024]
trace/000_052_00040.dat: sad 0.304482 [gold -3.59633 .. 2.66595] [out -3.39187 .. 3.3186]
trace/000_052_00041.dat: sad 0.0414365 [gold -0.183773 .. 0.213593] [out -0.183287 .. 0.186329]
trace/000_052_00042.dat: sad 0.305943 [gold -2.34774 .. 2.24337] [out -2.0009 .. 2.29065]
trace/000_052_00043.dat: sad 0.316835 [gold -3.53724 .. 2.20155] [out -3.42025 .. 2.27262]
trace/000_052_00044.dat: sad 0.0467448 [gold -0.184104 .. 0.203028] [out -0.207507 .. 0.223919]
trace/000_052_00045.dat: sad 0.352123 [gold -2.65472 .. 2.5165] [out -2.29157 .. 2.69304]
trace/000_052_00046.dat: sad 0.35114 [gold -3.34434 .. 2.64607] [out -3.70835 .. 2.84023]
trace/000_052_00047.dat: sad 0.0496683 [gold -0.24738 .. 0.671359] [out -0.201001 .. 0.391498]
trace/000_052_00048.dat: sad 0.36552 [gold -2.54411 .. 2.80703] [out -2.20535 .. 2.42075]
trace/000_052_00049.dat: sad 0.364796 [gold -3.82773 .. 2.24106] [out -3.87344 .. 2.09874]
trace/000_052_00050.dat: sad 0.0526851 [gold -0.190748 .. 0.380432] [out -0.188947 .. 0.220989]
trace/000_052_00051.dat: sad 0.389396 [gold -4.30167 .. 6.50281] [out -3.51968 .. 5.60746]
trace/000_052_00052.dat: sad 0.387211 [gold -3.9045 .. 2.92376] [out -3.91995 .. 3.81605]
trace/000_052_00053.dat: sad 0.0644886 [gold -0.271878 .. 0.254799] [out -0.252511 .. 0.219945]
trace/000_052_00054.dat: sad 0.43137 [gold -7.15185 .. 8.94508] [out -8.4786 .. 8.19792]
trace/000_052_00055.dat: sad 0.445288 [gold -4.38991 .. 3.91799] [out -4.29937 .. 4.1721]
trace/000_052_00056.dat: sad 0.0799034 [gold -0.314522 .. 0.331721] [out -0.27863 .. 0.243125]
trace/000_052_00057.dat: sad 0.459091 [gold -4.96938 .. 5.33902] [out -4.29037 .. 4.92141]
trace/000_052_00058.dat: sad 0.463472 [gold -3.90931 .. 4.45745] [out -4.25634 .. 4.42428]
trace/000_052_00059.dat: sad 0.0887154 [gold -0.326269 .. 0.368986] [out -0.352843 .. 0.317336]
trace/000_052_00060.dat: sad 0.480573 [gold -6.2592 .. 4.30041] [out -6.91077 .. 5.28753]
trace/000_052_00061.dat: sad 0.501409 [gold -4.56922 .. 3.51489] [out -4.35448 .. 3.44579]
trace/000_052_00062.dat: sad 0.0989354 [gold -1.17816 .. 0.36258] [out -0.76923 .. 0.473185]
trace/000_052_00063.dat: sad 0.490388 [gold -4.39237 .. 9.4214] [out -5.26814 .. 9.5216]
trace/000_052_00064.dat: sad 0.499589 [gold -4.51356 .. 4.20675] [out -4.66148 .. 3.94954]
trace/000_052_00065.dat: sad 0.0883135 [gold -0.73057 .. 0.478356] [out -0.733682 .. 0.304575]
trace/000_052_00066.dat: sad 0.548476 [gold -7.81628 .. 4.45846] [out -8.10125 .. 4.64103]
trace/000_052_00067.dat: sad 0.560263 [gold -5.49578 .. 4.59987] [out -4.61598 .. 5.86847]
trace/000_052_00068.dat: sad 0.0808348 [gold -0.630858 .. 0.321041] [out -0.917825 .. 0.386253]
trace/000_052_00069.dat: sad 0.540822 [gold -4.98127 .. 7.45032] [out -6.13187 .. 7.81576]
trace/000_052_00070.dat: sad 0.52815 [gold -4.84595 .. 4.43982] [out -4.97812 .. 5.40972]
trace/000_052_00071.dat: sad 0.0878365 [gold -1.31337 .. 0.5418] [out -1.32209 .. 0.730745]
trace/000_052_00072.dat: sad 0.518575 [gold -5.62716 .. 14.1666] [out -5.97772 .. 14.4018]
trace/000_052_00073.dat: sad 0.505799 [gold -5.69415 .. 5.3809] [out -5.734 .. 5.41795]
trace/000_052_00074.dat: sad 0.0910207 [gold -0.952886 .. 1.05463] [out -1.21945 .. 1.08629]
trace/000_052_00075.dat: sad 0.494338 [gold -15.045 .. 16.5691] [out -16.1354 .. 16.8283]
trace/000_052_00076.dat: sad 0.460407 [gold -7.12919 .. 7.05112] [out -9.19141 .. 7.08106]
trace/000_052_00077.dat: sad 0.0943596 [gold -2.50332 .. 1.49292] [out -2.36398 .. 1.27162]
trace/000_052_00078.dat: sad 0.458671 [gold -13.3565 .. 16.4389] [out -14.7284 .. 18.7244]
trace/000_052_00079.dat: sad 0.419881 [gold -9.47202 .. 9.98575] [out -10.7932 .. 9.55236]
trace/000_052_00080.dat: sad 0.089743 [gold -3.93538 .. 2.70991] [out -3.77459 .. 2.31912]
trace/000_052_00081.dat: sad 0.459144 [gold -18.7333 .. 22.4018] [out -19.5965 .. 22.4419]
trace/000_052_00082.dat: sad 0.432575 [gold -11.1095 .. 11.4359] [out -11.3382 .. 12.486]
trace/000_052_00083.dat: sad 0.0964283 [gold -3.02526 .. 3.02057] [out -3.09201 .. 3.01994]
trace/000_052_00084.dat: sad 1.89779 [gold 169.788 .. 283.895] [out 162.134 .. 293.457]
 algaetrace/000_053_00000.dat: sad 0.328798 [gold -59.1978 .. 56.1891] [out -52.1875 .. 49.9322]
trace/000_053_00001.dat: sad 0.158674 [gold -9.5049 .. 18.1579] [out -8.48418 .. 17.7059]
trace/000_053_00002.dat: sad 0.0799348 [gold -9.19648 .. 5.75503] [out -7.52857 .. 5.02388]
trace/000_053_00003.dat: sad 0.0821278 [gold -6.56663 .. 9.14333] [out -6.57318 .. 9.04976]
trace/000_053_00004.dat: sad 0.138007 [gold -6.93517 .. 5.46733] [out -7.26649 .. 5.61977]
trace/000_053_00005.dat: sad 0.0368448 [gold -1.5491 .. 1.5757] [out -1.42114 .. 1.21996]
trace/000_053_00006.dat: sad 0.107594 [gold -14.5252 .. 13.6514] [out -15.2253 .. 14.3279]
trace/000_053_00007.dat: sad 0.175754 [gold -5.63056 .. 4.01948] [out -5.91001 .. 3.69285]
trace/000_053_00008.dat: sad 0.0186011 [gold -0.348381 .. 1.25915] [out -0.32305 .. 1.02063]
trace/000_053_00009.dat: sad 0.147718 [gold -10.8901 .. 10.5326] [out -10.9258 .. 10.6451]
trace/000_053_00010.dat: sad 0.178032 [gold -4.41694 .. 2.81469] [out -4.58462 .. 2.69566]
trace/000_053_00011.dat: sad 0.0242633 [gold -0.311205 .. 1.04346] [out -0.332666 .. 0.775602]
trace/000_053_00012.dat: sad 0.147913 [gold -6.81873 .. 5.58179] [out -6.90506 .. 5.86864]
trace/000_053_00013.dat: sad 0.171727 [gold -3.79376 .. 2.92135] [out -4.00588 .. 3.00042]
trace/000_053_00014.dat: sad 0.0310518 [gold -0.303875 .. 0.506886] [out -0.31687 .. 0.339554]
trace/000_053_00015.dat: sad 0.169984 [gold -5.58092 .. 4.62093] [out -5.65577 .. 4.67898]
trace/000_053_00016.dat: sad 0.193361 [gold -3.9364 .. 3.84103] [out -4.09602 .. 3.99765]
trace/000_053_00017.dat: sad 0.033667 [gold -0.435655 .. 0.395764] [out -0.362476 .. 0.621034]
trace/000_053_00018.dat: sad 0.154126 [gold -4.39688 .. 4.25178] [out -4.33306 .. 4.14791]
trace/000_053_00019.dat: sad 0.1701 [gold -3.47849 .. 4.11726] [out -3.82179 .. 3.88641]
trace/000_053_00020.dat: sad 0.0246794 [gold -0.295074 .. 0.966251] [out -0.262691 .. 0.972184]
trace/000_053_00021.dat: sad 0.158275 [gold -3.516 .. 4.4872] [out -3.31183 .. 4.12596]
trace/000_053_00022.dat: sad 0.168296 [gold -4.22784 .. 3.92841] [out -4.16244 .. 3.56418]
trace/000_053_00023.dat: sad 0.0207102 [gold -0.242623 .. 1.12407] [out -0.250067 .. 1.05117]
trace/000_053_00024.dat: sad 0.141365 [gold -6.56251 .. 3.89367] [out -6.30871 .. 3.80614]
trace/000_053_00025.dat: sad 0.16215 [gold -3.74019 .. 3.4358] [out -3.72905 .. 3.36886]
trace/000_053_00026.dat: sad 0.0206464 [gold -0.204245 .. 1.11996] [out -0.20159 .. 1.26991]
trace/000_053_00027.dat: sad 0.139275 [gold -7.21056 .. 3.34053] [out -6.99155 .. 3.31024]
trace/000_053_00028.dat: sad 0.158533 [gold -3.64853 .. 4.20735] [out -3.61907 .. 4.23727]
trace/000_053_00029.dat: sad 0.0239167 [gold -0.197744 .. 0.486124] [out -0.175827 .. 0.592998]
trace/000_053_00030.dat: sad 0.207758 [gold -6.36603 .. 5.4848] [out -6.61971 .. 5.42644]
trace/000_053_00031.dat: sad 0.246488 [gold -5.02633 .. 5.93115] [out -3.93277 .. 5.85817]
trace/000_053_00032.dat: sad 0.0342518 [gold -0.178404 .. 0.288136] [out -0.181945 .. 0.210683]
trace/000_053_00033.dat: sad 0.252605 [gold -2.19791 .. 2.6366] [out -2.22142 .. 2.61874]
trace/000_053_00034.dat: sad 0.262281 [gold -3.62693 .. 2.39852] [out -3.33378 .. 2.85541]
trace/000_053_00035.dat: sad 0.0417956 [gold -0.179241 .. 0.353987] [out -0.207305 .. 0.252934]
trace/000_053_00036.dat: sad 0.278349 [gold -6.14242 .. 6.42032] [out -6.02415 .. 5.70142]
trace/000_053_00037.dat: sad 0.307506 [gold -3.99948 .. 2.62204] [out -3.96668 .. 3.3342]
trace/000_053_00038.dat: sad 0.04184 [gold -0.206459 .. 0.166997] [out -0.199237 .. 0.451193]
trace/000_053_00039.dat: sad 0.260773 [gold -2.88837 .. 2.48748] [out -3.46887 .. 2.59152]
trace/000_053_00040.dat: sad 0.273967 [gold -3.22669 .. 2.05962] [out -3.17529 .. 2.42326]
trace/000_053_00041.dat: sad 0.0391813 [gold -0.170722 .. 0.159174] [out -0.221211 .. 0.219492]
trace/000_053_00042.dat: sad 0.27604 [gold -2.63096 .. 2.4699] [out -2.33483 .. 2.47719]
trace/000_053_00043.dat: sad 0.283626 [gold -3.41036 .. 2.27803] [out -3.71864 .. 2.1453]
trace/000_053_00044.dat: sad 0.0451829 [gold -0.531153 .. 0.175242] [out -0.196405 .. 0.199517]
trace/000_053_00045.dat: sad 0.33281 [gold -2.58591 .. 2.40348] [out -2.60044 .. 2.27197]
trace/000_053_00046.dat: sad 0.33441 [gold -3.55481 .. 2.82732] [out -3.59472 .. 2.36855]
trace/000_053_00047.dat: sad 0.0503877 [gold -0.210681 .. 0.199886] [out -0.193823 .. 0.335807]
trace/000_053_00048.dat: sad 0.361354 [gold -2.9113 .. 3.16269] [out -3.34215 .. 3.06998]
trace/000_053_00049.dat: sad 0.356552 [gold -3.75131 .. 2.14759] [out -3.79215 .. 3.58487]
trace/000_053_00050.dat: sad 0.0553412 [gold -0.193843 .. 0.519189] [out -0.26122 .. 0.611202]
trace/000_053_00051.dat: sad 0.386849 [gold -3.16722 .. 6.04163] [out -2.90193 .. 6.30796]
trace/000_053_00052.dat: sad 0.3805 [gold -3.52717 .. 3.67216] [out -4.39014 .. 2.97943]
trace/000_053_00053.dat: sad 0.0614613 [gold -0.263979 .. 0.533472] [out -0.254039 .. 0.344351]
trace/000_053_00054.dat: sad 0.434734 [gold -7.29745 .. 8.62106] [out -8.55891 .. 8.591]
trace/000_053_00055.dat: sad 0.433669 [gold -3.9829 .. 4.05908] [out -4.7275 .. 3.80264]
trace/000_053_00056.dat: sad 0.0804639 [gold -0.324573 .. 0.354268] [out -0.265789 .. 0.387933]
trace/000_053_00057.dat: sad 0.445051 [gold -5.23573 .. 5.87811] [out -4.74396 .. 5.17378]
trace/000_053_00058.dat: sad 0.449321 [gold -4.16709 .. 3.09877] [out -4.06921 .. 3.0465]
trace/000_053_00059.dat: sad 0.0804913 [gold -0.295725 .. 0.350935] [out -0.327842 .. 0.30689]
trace/000_053_00060.dat: sad 0.470754 [gold -6.55191 .. 5.28164] [out -7.13545 .. 5.67565]
trace/000_053_00061.dat: sad 0.479892 [gold -4.42148 .. 3.27674] [out -4.70161 .. 3.42458]
trace/000_053_00062.dat: sad 0.0934907 [gold -0.34432 .. 0.394073] [out -0.551839 .. 0.458175]
trace/000_053_00063.dat: sad 0.516093 [gold -4.08644 .. 9.77978] [out -5.03422 .. 10.0285]
trace/000_053_00064.dat: sad 0.523266 [gold -5.01279 .. 4.11588] [out -5.10345 .. 4.66257]
trace/000_053_00065.dat: sad 0.0930878 [gold -0.400801 .. 0.532895] [out -0.320613 .. 0.303855]
trace/000_053_00066.dat: sad 0.596495 [gold -8.59967 .. 4.99842] [out -8.28462 .. 5.53555]
trace/000_053_00067.dat: sad 0.613676 [gold -5.29846 .. 4.97869] [out -6.07241 .. 6.03059]
trace/000_053_00068.dat: sad 0.0974469 [gold -0.396578 .. 0.378907] [out -0.933334 .. 0.345286]
trace/000_053_00069.dat: sad 0.603977 [gold -5.00435 .. 8.97616] [out -8.59406 .. 7.563]
trace/000_053_00070.dat: sad 0.604311 [gold -5.46973 .. 4.36709] [out -6.34685 .. 4.40643]
trace/000_053_00071.dat: sad 0.133997 [gold -0.655298 .. 0.549121] [out -0.987283 .. 0.564571]
trace/000_053_00072.dat: sad 0.613933 [gold -6.82985 .. 14.1437] [out -6.62775 .. 14.6923]
trace/000_053_00073.dat: sad 0.610579 [gold -6.35505 .. 7.01018] [out -7.03299 .. 7.48868]
trace/000_053_00074.dat: sad 0.147824 [gold -0.703357 .. 0.562989] [out -2.10382 .. 0.802392]
trace/000_053_00075.dat: sad 0.602141 [gold -16.0745 .. 17.1139] [out -16.5152 .. 16.8154]
trace/000_053_00076.dat: sad 0.575982 [gold -8.94228 .. 6.4801] [out -7.98899 .. 6.14717]
trace/000_053_00077.dat: sad 0.158912 [gold -1.98735 .. 1.01407] [out -2.88466 .. 1.36924]
trace/000_053_00078.dat: sad 0.579886 [gold -12.1899 .. 17.8557] [out -12.1724 .. 16.8523]
trace/000_053_00079.dat: sad 0.572802 [gold -9.21473 .. 9.26455] [out -8.36858 .. 7.68022]
trace/000_053_00080.dat: sad 0.127708 [gold -2.46567 .. 4.62334] [out -3.8674 .. 3.83022]
trace/000_053_00081.dat: sad 0.487723 [gold -15.9457 .. 17.0645] [out -15.6574 .. 19.2314]
trace/000_053_00082.dat: sad 0.52435 [gold -10.3119 .. 9.96032] [out -8.16875 .. 9.07555]
trace/000_053_00083.dat: sad 0.0869897 [gold -2.44692 .. 1.75929] [out -3.52005 .. 1.55236]
trace/000_053_00084.dat: sad 8.59072 [gold 146.562 .. 255.513] [out 111.135 .. 264.276]
.trace/000_054_00000.dat: sad 0.833048 [gold -49.6162 .. 47.6291] [out -43.3087 .. 41.4648]
trace/000_054_00001.dat: sad 0.389201 [gold -10.7348 .. 17.2693] [out -13.3285 .. 17.2367]
trace/000_054_00002.dat: sad 0.261618 [gold -4.6491 .. 4.11205] [out -3.37493 .. 3.74906]
trace/000_054_00003.dat: sad 0.406282 [gold -5.94959 .. 8.85636] [out -6.98439 .. 10.5438]
trace/000_054_00004.dat: sad 0.448274 [gold -8.67323 .. 4.89944] [out -8.11596 .. 5.78745]
trace/000_054_00005.dat: sad 0.150919 [gold -1.2946 .. 3.72218] [out -0.650146 .. 3.33547]
trace/000_054_00006.dat: sad 0.505367 [gold -13.7125 .. 13.5987] [out -12.7428 .. 13.0227]
trace/000_054_00007.dat: sad 0.453405 [gold -4.93765 .. 2.78426] [out -5.02927 .. 2.70126]
trace/000_054_00008.dat: sad 0.0664361 [gold -0.392366 .. 1.73215] [out -0.334898 .. 1.24331]
trace/000_054_00009.dat: sad 0.475529 [gold -9.9892 .. 10.3618] [out -9.54258 .. 9.79808]
trace/000_054_00010.dat: sad 0.418238 [gold -4.7191 .. 4.95391] [out -4.14899 .. 2.67293]
trace/000_054_00011.dat: sad 0.0745477 [gold -0.32984 .. 1.15168] [out -0.387144 .. 1.30726]
trace/000_054_00012.dat: sad 0.389323 [gold -5.88997 .. 5.41164] [out -4.04083 .. 3.34662]
trace/000_054_00013.dat: sad 0.394201 [gold -3.8077 .. 3.32789] [out -3.49658 .. 3.06906]
trace/000_054_00014.dat: sad 0.0720925 [gold -0.446328 .. 1.45523] [out -0.442006 .. 1.5463]
trace/000_054_00015.dat: sad 0.362376 [gold -6.89771 .. 4.45534] [out -4.1072 .. 4.14202]
trace/000_054_00016.dat: sad 0.365858 [gold -4.04024 .. 4.53567] [out -3.62825 .. 4.75594]
trace/000_054_00017.dat: sad 0.067717 [gold -0.411891 .. 0.523445] [out -0.225248 .. 0.604784]
trace/000_054_00018.dat: sad 0.334535 [gold -3.68964 .. 3.65153] [out -3.74726 .. 3.37769]
trace/000_054_00019.dat: sad 0.375067 [gold -3.84804 .. 3.88583] [out -3.34231 .. 3.30188]
trace/000_054_00020.dat: sad 0.0638688 [gold -0.331722 .. 0.685892] [out -0.311513 .. 0.30859]
trace/000_054_00021.dat: sad 0.405804 [gold -4.01442 .. 3.37596] [out -3.68816 .. 3.67792]
trace/000_054_00022.dat: sad 0.43863 [gold -4.17108 .. 4.4804] [out -4.22387 .. 3.17829]
trace/000_054_00023.dat: sad 0.0496213 [gold -0.214297 .. 0.209726] [out -0.671072 .. 0.189141]
trace/000_054_00024.dat: sad 0.357109 [gold -6.35837 .. 4.33734] [out -5.92882 .. 3.50045]
trace/000_054_00025.dat: sad 0.409975 [gold -3.85102 .. 3.10384] [out -3.9742 .. 2.58914]
trace/000_054_00026.dat: sad 0.0548684 [gold -0.218347 .. 0.449287] [out -0.227429 .. 0.218323]
trace/000_054_00027.dat: sad 0.331039 [gold -7.04149 .. 3.57902] [out -7.10339 .. 3.61634]
trace/000_054_00028.dat: sad 0.366947 [gold -3.69708 .. 3.88847] [out -3.82869 .. 3.8382]
trace/000_054_00029.dat: sad 0.0491597 [gold -0.295529 .. 0.199934] [out -0.177716 .. 0.186592]
trace/000_054_00030.dat: sad 0.302517 [gold -6.38132 .. 5.64618] [out -5.76236 .. 4.63339]
trace/000_054_00031.dat: sad 0.342343 [gold -4.38395 .. 5.48362] [out -3.7651 .. 4.93326]
trace/000_054_00032.dat: sad 0.0427791 [gold -0.19694 .. 0.485447] [out -0.14613 .. 0.303645]
trace/000_054_00033.dat: sad 0.316919 [gold -1.98304 .. 2.38813] [out -2.04696 .. 2.03361]
trace/000_054_00034.dat: sad 0.333769 [gold -3.81298 .. 2.38031] [out -3.56853 .. 2.23162]
trace/000_054_00035.dat: sad 0.0426382 [gold -0.178237 .. 0.266652] [out -0.162139 .. 0.183524]
trace/000_054_00036.dat: sad 0.341439 [gold -6.93471 .. 7.07277] [out -6.65545 .. 6.47264]
trace/000_054_00037.dat: sad 0.396773 [gold -4.13099 .. 2.68042] [out -3.82668 .. 2.4716]
trace/000_054_00038.dat: sad 0.0490366 [gold -0.193566 .. 0.464847] [out -0.173623 .. 0.230153]
trace/000_054_00039.dat: sad 0.344075 [gold -3.41385 .. 2.50912] [out -2.24455 .. 2.5268]
trace/000_054_00040.dat: sad 0.36875 [gold -4.11406 .. 3.5391] [out -4.12822 .. 2.65621]
trace/000_054_00041.dat: sad 0.0526675 [gold -0.253445 .. 0.254413] [out -0.186486 .. 0.22524]
trace/000_054_00042.dat: sad 0.378723 [gold -2.58761 .. 2.23907] [out -3.39401 .. 2.28013]
trace/000_054_00043.dat: sad 0.388789 [gold -3.26896 .. 2.2934] [out -3.53683 .. 2.27941]
trace/000_054_00044.dat: sad 0.0512072 [gold -0.184286 .. 0.235514] [out -0.168552 .. 0.525424]
trace/000_054_00045.dat: sad 0.426216 [gold -2.95174 .. 2.46673] [out -2.65859 .. 2.52521]
trace/000_054_00046.dat: sad 0.427567 [gold -3.12897 .. 2.78763] [out -3.91492 .. 3.66399]
trace/000_054_00047.dat: sad 0.0619924 [gold -0.236031 .. 0.280095] [out -0.253462 .. 0.305184]
trace/000_054_00048.dat: sad 0.482624 [gold -2.55533 .. 2.9076] [out -2.97335 .. 2.92232]
trace/000_054_00049.dat: sad 0.476663 [gold -3.83964 .. 3.38403] [out -4.07905 .. 2.93145]
trace/000_054_00050.dat: sad 0.0731707 [gold -0.231643 .. 0.592526] [out -0.28076 .. 0.608246]
trace/000_054_00051.dat: sad 0.495501 [gold -3.76735 .. 6.46252] [out -3.16077 .. 6.25052]
trace/000_054_00052.dat: sad 0.485374 [gold -4.0288 .. 3.15237] [out -4.36955 .. 3.29245]
trace/000_054_00053.dat: sad 0.0784829 [gold -0.279419 .. 0.329013] [out -0.328528 .. 0.37689]
trace/000_054_00054.dat: sad 0.565136 [gold -6.70079 .. 8.70287] [out -7.8543 .. 7.04583]
trace/000_054_00055.dat: sad 0.56381 [gold -4.39786 .. 4.61954] [out -4.63856 .. 3.08876]
trace/000_054_00056.dat: sad 0.102712 [gold -0.426229 .. 0.323836] [out -0.333991 .. 0.476298]
trace/000_054_00057.dat: sad 0.57211 [gold -5.71836 .. 6.21838] [out -4.0834 .. 4.54653]
trace/000_054_00058.dat: sad 0.595022 [gold -4.71386 .. 3.16695] [out -3.83536 .. 3.57036]
